,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
108,1582,1582,467,5,Scene467_5.png,The boy wants to play pirate ship.,The girl does not want the boy to be a pirate.,The girl wants to eat lunch.,The boy is wearing a pirate hat.,The boy looks angry.,The girl is wearing glasses.,children having fun on the playground.,1.5573854552848297e-07,1.0
109,1587,1587,467,6,Scene467_6.png,The girl is afraid of the duck.,The hamburger is on the table.,The ketchup is beside the hamburger.,The girl has a bunch of balloons.,The girl has a hamburger for lunch.,There is ketchup for the hamburgers.,little girl playing with toys at the park.,0.00018370504762155095,1.0
110,1589,1589,467,3,Scene467_3.png,The boy hides behind the tree.,The girl wears a chef hat.,The girl tries to give a hamburger to the duck.,The boy is sitting behind the tree.,The girl made a hamburger.,The duck is standing nearby.,cartoon illustration of woman feeding chickens with bread in the field illustration.,3.926285484788022e-07,1.0
111,1733,1733,896,8,Scene896_8.png,It is raining on the tent.,The girl is sitting on the ground.,The boy is very mad.,The girl is sitting n the grass.,The boy is angry with a dog.,There is a burger on the grill.,children jumping with a teddy bear.,0.08288815515461583,1.0
112,1738,1738,896,4,Scene896_4.png,The boy is mad at the burger.,The dog wants to play football.,The girl is happy the burgers are done.,The boy gives the dog a hamburger.,The boy does not want to share.,The girl is happy to see a dog.,happy mother serving barbecue to children on the lawn.,0.050129616638537426,1.0
113,1739,1739,896,3,Scene896_3.png,The boy has a sad look on his face.,The girl has an appetizing burger in her hand.,The dog is standing between the girl and the boy.,The boy is standing under the tree.,The girl is holding the burger.,The dog is standing under the tree.,family picnic in the park with dog vector.,0.040879743336898866,1.0
114,1832,1832,462,5,Scene462_5.png,The boy is  sitting on the slide.,The sun is shinning.,The cat is standing next to the slide.,The boy fell off of the bottom of the slide.,The girl is running to help the boy.,The cat is behind the slide.,boy helping a girl to go on roller coaster vector art illustration.,0.010215425525682439,1.0
115,1833,1833,462,8,Scene462_8.png,The girl kicks the boy at the bottom of a slide.,The boy has slid down a slide.,A cat is looking at the boy and the girl playing.,The girl is crying.,The boy is sliding down the slide.,The cat is orange.,kids playing in the sun with dog.,0.03355933649777909,1.0
116,1837,1837,462,6,Scene462_6.png,A cat is sitting on the swings.,There is a tree with a hole in its trunk.,The boy is sitting on a slide.,The girl is trying to kick the boy,The boy is playing on the slide,The girl is wearing glasses,child swinging on the swing in playground.,0.03550499910595291,1.0
117,1842,1842,320,5,Scene320_5.png,The boy is sad because there is a storm.,The boy has a basketball.,The boy is wearing a baseball cap.,The boy is sad that a storm is nearby.,The boy is sitting next to a tree.,A basketball is on the ground in front of the boy.,boy playing basketball in the rain.,0.28170213570577207,1.0
118,1844,1844,320,2,Scene320_2.png,The boy is sad because it's about to rain.,The ball is in front of the boy.,The boy is next to the sandbox.,It is getting stormy in the park.,The boy wonders where the girl is.,The boy brought his basketball to play with.,school boy jumping over the hurdle vector.,0.00026378101693467896,0.0
119,1845,1845,320,9,Scene320_9.png,The boy is sitting with a basketball.,The pizza is laying on the table.,A bolt of lightning comes from the cloud.,The boy is sad that there is no one at the park to play with.,The boy is wearing a blue baseball hat with a white star.,There is pizza sitting on the picnic table.,a child sitting at a table eating bread on the grass.,0.11170555684952439,1.0
120,1863,1863,240,8,Scene240_8.png,The girl is scared of the bear.,The boy is scared of he bear.,The girl is close to the fire.,a bear scares the girl and the boy,The boy and the girl are holding hands,Baloons are between the girl and the boy,bear with teddy bears on the lawn.,0.09790241342966455,1.0
121,1866,1866,240,0,Scene240_0.png,The boy and the girl are running away from the bear.,The bear is in front of the tree.,The balloons are floating into the sky.,The boy is standing by the tent.,The girl is scared of the bear.,The bear is scaring the girl and the boy.,kids camping under an igloo in the forest.,0.0047443597616994345,1.0
122,1869,1869,240,3,Scene240_3.png,The girl holds a bat,There's a bear behind the fire,The bear grabs for the baloons,The bear is scary.,The boy and the girl have built a fire.,The girl has a baseball bat.,family sitting around the fire vector art illustration.,0.11425412113611326,1.0
123,1880,1880,379,1,Scene379_1.png,The boy is wearing a pirate hat.,The girl has a pie.,The owl is on the slide.,The girl wants to throw the pie at the boy.,The owl is sitting on the slide.,The boy is wearing a pirate hat.,girls jumping with a kite against blue sky.,0.0019520608620936524,1.0
124,1888,1888,379,4,Scene379_4.png,The girl is holding a pie,The boy is holding balloons,The boy is wearing a pirate hat,The boy is wearing a pirate hat.,The girl is wearing a witch hat.,The boy has balloons.,illustration for fairy tales in the park vector.,0.0,1.0
125,1889,1889,379,3,Scene379_3.png,The girl is holding a pie.,The boy is wearing a propeller beanie hat.,The cup is on the table.,The boy is sad because he doesn't have a pie.,There is a soda pop on the table.,The boy is wearing a silly hat.,a mother feeding her toddler a sandwich and talking on a cell phone while sitting at her kitchen table.,0.042419322459725683,1.0
126,1941,1941,883,7,Scene883_7.png,The green snake scared the girl away.,The boy wasn't afraid of the snake.,The snake only wanted to play.,The girl is running from the snake.,The boy is not afraid of the snake.,A rocket just launched.,children flying in the forest vector art illustration.,6.90926312161002e-07,1.0
127,1948,1948,883,4,Scene883_4.png,The boy points to the girl.,A snake slithers to the girl.,A hamburger sits on the table.,A snake is chasing the girl.,The girl is scared.,A hamburger is on the table.,man running with dog on the field illustration.,0.016043944832266763,1.0
128,1949,1949,883,3,Scene883_3.png,The boy is scared of the green snake.,The girl is running away from the snake.,The boy drops the football because of the snake.,The boy is afraid of the snake.,The girl is wearing a funny striped hat.,The girl is running away from the football.,kids playing in the grass.,1.9047199195255243e-06,0.0
129,1953,1953,354,8,Scene354_8.png,A rainstorm breaks out at the park.,The girl is worried about losing her balloons.,The boy wants to get to shelter as soon as possible.,A yellow table is behind the boy and the girl.,The girl is holding a bunch of balloons.,It is raining.,kids holding balloons in the garden.,0.08399317774367197,1.0
130,1954,1954,354,2,Scene354_2.png,The girl is sad while holding balloons.,It is raining near the kids.,The girl is wearing a hat.,The girl is sad that it is raining out.,The girl is holding colorful ballons.,The boy is worried about the girl.,happy kids playing with colorful kite in the park.,0.23345722498795546,1.0
131,1959,1959,354,3,Scene354_3.png,The girl let her balloons fly away.,The boy is wearing his hat.,The lightning and rain scare the boy and the girl.,There is a rain cloud in the sky.,The girl is sitting on the ground.,The boy is wearing a colorful cap.,boy running with a kite.,0.0017345508012643165,0.0
132,1970,1970,869,1,Scene869_1.png,The bear is finally happy !,The boy and the girl are no longer scared.,The bear is wearing the boys hat.,The Bear just graduated Kindergarten,The girl made the bear a hat,The boy and the girl are very happy for the bear,cartoon illustration of a father and son camping in the woods.,0.005153944905233696,0.0
133,1971,1971,869,7,Scene869_7.png,A small bear is wearing a funny hat,It is raining on the bear.,The boy and the girl are saying hello to the bear.,The girl and the boy aren't afraid of the bear.,The bear is wearing a whirlygig cap.,Rain is coming from the cloud.,boy and girl under umbrella in the rain.,0.006205484787526503,1.0
134,1977,1977,869,6,Scene869_6.png,The boy is wearing a colorful hat.,The girl is wearing a horn hat.,The bear is trying to scare the girl and the boy.,The boy is wearing a silly hat.,The girl is wearing a viking hat.,The girl and the boy are happy to see the bear.,family playing on the park vector art illustration.,8.362622592807646e-07,0.0
135,2030,2030,154,1,Scene154_1.png,Mustard is on the table.,The boy is wearing sunglasses.,The boy is eating a hamburger.,The boy is wearing sunglasses.,The girl is sad because she wants a hamburger.,The mustard is on the table.,cute little girl playing sand on the beach with parents watching.,0.01328482011207997,1.0
136,2034,2034,154,2,Scene154_2.png,The boy has a hamburger.,There are apples on the tree.,The girl has a pink shovel.,The girl is sad because she has no food.,The boy is holding a hamburger.,The pink shovel is on the girl's lap.,illustration of kids eating apples in the forest vector.,0.07513804924859371,1.0
137,2038,2038,154,4,Scene154_4.png,The boy is mad at the girl.,The boy likes mustard.,It is a hot summer day.,The girl and the boy are sitting under the apple tree.,The boy has a hamburger and mustard.,The girl is wearing purple sunglasses.,kids planting tree in a garden.,0.017949646534594223,1.0
138,2061,2061,825,7,Scene825_7.png,The girl is wearing a helm.,The girl is calling an owl.,A dog is looking at the tree.,The girl's hat has horns.,The girl is sitting under the sun.,The girl is waving at the owl.,how to draw person from a tree.,0.018288799582368488,1.0
139,2063,2063,825,8,Scene825_8.png,The dog is beside the owl.,The girl is wearing a viking hat.,The dog is in front of the girl.,The girl has a helmet with horns.,The dog is looking at the owl.,The girl and the dog are between two trees.,girl walking with her dog in the forest.,0.10543515035831909,1.0
140,2069,2069,825,3,Scene825_3.png,The girl showed the dog where the owl.,The owl didn't watch the rocket ship take off.,The dog wanted to be friend with the owl.,The girl likes the bird.,The dog is standing by the girl.,The rocket is taking off.,funny animals on the playground.,1.0572807656694504e-06,1.0
141,2160,2160,812,1,Scene812_1.png,The boy is running towards the swingset.,The girl wants to play on the swingset.,It is a sunny day in the park today.,The boy is really excited.,The girl is really happy.,The boy is wearing a blue hat.,children playing in a playground.,0.004217248711815878,0.0
142,2161,2161,812,7,Scene812_7.png,The boy is wearing his blue cap.,The girl is running towards the swings.,The boy is wearing a blue shirt.,The boy and the girl are running toward the swingset.,The boy is wearing blue shoes.,The girl likes her hair in braids.,kids swinging on the swing vector art illustration.,5.385127902671201e-07,1.0
143,2163,2163,812,8,Scene812_8.png,The girl is wearing sunglasses.,The boy is wearing a blue cap.,There is a swing set in the park.,The boy and the girl are running to the swings.,The boy is wearing a blue star cap.,The girl is wearing sunglasses.,family playing together in the park.,0.10978631103109225,1.0
